path,archetype
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_52.jpg,5
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_56.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_6.jpg,5
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_63.jpg,5
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_67.jpg,5
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_70.jpg,9
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_74.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_78.jpg,7
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_81.jpg,7
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_85.jpg,5
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_89.jpg,8
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_92.jpg,5
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_96.jpg,14
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_1.jpg,7
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_13.jpg,5
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_17.jpg,14
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_20.jpg,2
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_24.jpg,13
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_28.jpg,1
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_31.jpg,10
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_35.jpg,5
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_39.jpg,14
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_7.jpg,1
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_10.jpg,9
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_14.jpg,0
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_18.jpg,2
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_21.jpg,5
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_25.jpg,10
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_3.jpg,14
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_33.jpg,11
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_37.jpg,15
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_40.jpg,0
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_44.jpg,2
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_48.jpg,14
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_51.jpg,13
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_55.jpg,1
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_59.jpg,15
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_7.jpg,2
ArtemisArt/francken - frans-francken-II-dit-le-jeune_1581/francken-II_10.jpg,1
ArtemisArt/francken - frans-francken-II-dit-le-jeune_1581/francken-II_3.jpg,7
ArtemisArt/francken - frans-francken-II-dit-le-jeune_1581/francken-II_7.jpg,15
ArtemisArt/freud - lucian-freud_1922/freud_10.jpg,6
ArtemisArt/freud - lucian-freud_1922/freud_3.jpg,14
ArtemisArt/freud - lucian-freud_1922/freud_7.jpg,14
ArtemisArt/freundlich - otto-freundlich_1878/freundlich_10.jpg,15
ArtemisArt/freundlich - otto-freundlich_1878/freundlich_14.jpg,9
ArtemisArt/freundlich - otto-freundlich_1878/freundlich_18.jpg,8
ArtemisArt/freundlich - otto-freundlich_1878/freundlich_21.jpg,4
ArtemisArt/freundlich - otto-freundlich_1878/freundlich_25.jpg,9
ArtemisArt/freundlich - otto-freundlich_1878/freundlich_29.jpg,2
ArtemisArt/freundlich - otto-freundlich_1878/freundlich_6.jpg,5
ArtemisArt/friant - emile-friant_1863/friant_1.jpg,6
ArtemisArt/friant - emile-friant_1863/friant_13.jpg,15
ArtemisArt/friant - emile-friant_1863/friant_17.jpg,12
ArtemisArt/friant - emile-friant_1863/friant_20.jpg,0
ArtemisArt/friant - emile-friant_1863/friant_24.jpg,2
ArtemisArt/friant - emile-friant_1863/friant_5.jpg,1
ArtemisArt/friant - emile-friant_1863/friant_9.jpg,6
ArtemisArt/frize - bernard-frize_1954/frize_12.jpg,8
ArtemisArt/frize - bernard-frize_1954/frize_16.jpg,7
ArtemisArt/frize - bernard-frize_1954/frize_2.jpg,15
ArtemisArt/frize - bernard-frize_1954/frize_23.jpg,3
ArtemisArt/frize - bernard-frize_1954/frize_27.jpg,10
ArtemisArt/frize - bernard-frize_1954/frize_30.jpg,1
ArtemisArt/frize - bernard-frize_1954/frize_34.jpg,6
ArtemisArt/frize - bernard-frize_1954/frize_5.jpg,0
ArtemisArt/frize - bernard-frize_1954/frize_9.jpg,13
ArtemisArt/fromanger - gerard-fromanger_1939/fromanger_12.jpg,14
ArtemisArt/fromanger - gerard-fromanger_1939/fromanger_16.jpg,13
ArtemisArt/fromanger - gerard-fromanger_1939/fromanger_2.jpg,4
ArtemisArt/fromanger - gerard-fromanger_1939/fromanger_23.jpg,7
ArtemisArt/fromanger - gerard-fromanger_1939/fromanger_27.jpg,8
ArtemisArt/fromanger - gerard-fromanger_1939/fromanger_30.jpg,2
ArtemisArt/fromanger - gerard-fromanger_1939/fromanger_7.jpg,3
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_10.jpg,3
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_14.jpg,9
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_18.jpg,8
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_21.jpg,7
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_25.jpg,13
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_29.jpg,1
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_32.jpg,0
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_6.jpg,8
ArtemisArt/gabori - mirdidingkingathi-juwarnda-sally-gabori_1924/gabori_1.jpg,15
ArtemisArt/gabori - mirdidingkingathi-juwarnda-sally-gabori_1924/gabori_13.jpg,2
ArtemisArt/gabori - mirdidingkingathi-juwarnda-sally-gabori_1924/gabori_17.jpg,15
ArtemisArt/gabori - mirdidingkingathi-juwarnda-sally-gabori_1924/gabori_20.jpg,3
ArtemisArt/gabori - mirdidingkingathi-juwarnda-sally-gabori_1924/gabori_3.jpg,4
ArtemisArt/gabori - mirdidingkingathi-juwarnda-sally-gabori_1924/gabori_7.jpg,12
ArtemisArt/gabritschevsky - eugene-gabritschevsky_1893/gabritschevsky_10.jpg,14
ArtemisArt/gabritschevsky - eugene-gabritschevsky_1893/gabritschevsky_14.jpg,0
ArtemisArt/gabritschevsky - eugene-gabritschevsky_1893/gabritschevsky_18.jpg,1
ArtemisArt/gabritschevsky - eugene-gabritschevsky_1893/gabritschevsky_21.jpg,12
ArtemisArt/gabritschevsky - eugene-gabritschevsky_1893/gabritschevsky_25.jpg,7
ArtemisArt/gabritschevsky - eugene-gabritschevsky_1893/gabritschevsky_3.jpg,11
ArtemisArt/gabritschevsky - eugene-gabritschevsky_1893/gabritschevsky_7.jpg,11
ArtemisArt/gaddi-a - agnolo-gaddi_1350/gaddi-a_11.jpg,10
ArtemisArt/gaddi-a - agnolo-gaddi_1350/gaddi-a_3.jpg,5
ArtemisArt/gaddi-a - agnolo-gaddi_1350/gaddi-a_7.jpg,11
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_10.jpg,6
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_14.jpg,5
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_18.jpg,12
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_21.jpg,10
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_25.jpg,6
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_29.jpg,4
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_4.jpg,1
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_8.jpg,0
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_11.jpg,14
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_15.jpg,13
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_19.jpg,14
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_22.jpg,5
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_26.jpg,4
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_3.jpg,5
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_5.jpg,5
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_9.jpg,15
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_12.jpg,7
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_16.jpg,1
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_2.jpg,4
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_23.jpg,8
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_27.jpg,1
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_30.jpg,6
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_5.jpg,2
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_9.jpg,14
ArtemisArt/garofalo - benvenuto-tisi-dit-il-garofalo_1481/garofalo_12.jpg,2
ArtemisArt/garofalo - benvenuto-tisi-dit-il-garofalo_1481/garofalo_16.jpg,3
ArtemisArt/garofalo - benvenuto-tisi-dit-il-garofalo_1481/garofalo_3.jpg,12
ArtemisArt/garofalo - benvenuto-tisi-dit-il-garofalo_1481/garofalo_7.jpg,4
ArtemisArt/garouste - gerard-garouste_1946/garouste_10.jpg,1
ArtemisArt/garouste - gerard-garouste_1946/garouste_14.jpg,5
ArtemisArt/garouste - gerard-garouste_1946/garouste_18.jpg,11
ArtemisArt/garouste - gerard-garouste_1946/garouste_21.jpg,14
ArtemisArt/garouste - gerard-garouste_1946/garouste_25.jpg,9
ArtemisArt/garouste - gerard-garouste_1946/garouste_29.jpg,1
ArtemisArt/garouste - gerard-garouste_1946/garouste_32.jpg,0
ArtemisArt/garouste - gerard-garouste_1946/garouste_36.jpg,6
ArtemisArt/garouste - gerard-garouste_1946/garouste_4.jpg,12
ArtemisArt/garouste - gerard-garouste_1946/garouste_43.jpg,14
ArtemisArt/garouste - gerard-garouste_1946/garouste_47.jpg,14
ArtemisArt/garouste - gerard-garouste_1946/garouste_50.jpg,9
ArtemisArt/garouste - gerard-garouste_1946/garouste_54.jpg,1
ArtemisArt/garouste - gerard-garouste_1946/garouste_58.jpg,5
ArtemisArt/garouste - gerard-garouste_1946/garouste_61.jpg,15
ArtemisArt/garouste - gerard-garouste_1946/garouste_65.jpg,6
ArtemisArt/garouste - gerard-garouste_1946/garouste_69.jpg,10
ArtemisArt/garouste - gerard-garouste_1946/garouste_9.jpg,15
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_12.jpg,0
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_16.jpg,4
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_2.jpg,13
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_23.jpg,14
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_27.jpg,7
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_30.jpg,14
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_34.jpg,9
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_38.jpg,11
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_41.jpg,7
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_45.jpg,4
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_49.jpg,8
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_52.jpg,15
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_56.jpg,1
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_6.jpg,0
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_63.jpg,14
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_67.jpg,8
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_70.jpg,7
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_74.jpg,4
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_9.jpg,13
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_12.jpg,13
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_16.jpg,5
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_2.jpg,7
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_23.jpg,15
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_27.jpg,7
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_30.jpg,3
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_34.jpg,12
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_38.jpg,9
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_41.jpg,6
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_7.jpg,8
ArtemisArt/gentileschi-o - orazio-lomo-dit-gentileschi_1563/gentileschi-o_10.jpg,8
ArtemisArt/gentileschi-o - orazio-lomo-dit-gentileschi_1563/gentileschi-o_14.jpg,6
ArtemisArt/gentileschi-o - orazio-lomo-dit-gentileschi_1563/gentileschi-o_18.jpg,14
ArtemisArt/gentileschi-o - orazio-lomo-dit-gentileschi_1563/gentileschi-o_21.jpg,8
ArtemisArt/gentileschi-o - orazio-lomo-dit-gentileschi_1563/gentileschi-o_6.jpg,12
ArtemisArt/gerard - francois-gerard-baron_1770/gerard_1.jpg,4
ArtemisArt/gerard - francois-gerard-baron_1770/gerard_13.jpg,0
ArtemisArt/gerard - francois-gerard-baron_1770/gerard_17.jpg,10
ArtemisArt/gerard - francois-gerard-baron_1770/gerard_20.jpg,12
ArtemisArt/gerard - francois-gerard-baron_1770/gerard_3.jpg,0
ArtemisArt/gerard - francois-gerard-baron_1770/gerard_7.jpg,10
ArtemisArt/gericault - theodore-gericault_1791/gericault_10.jpg,6
ArtemisArt/gericault - theodore-gericault_1791/gericault_14.jpg,3
ArtemisArt/gericault - theodore-gericault_1791/gericault_18.jpg,8
ArtemisArt/gericault - theodore-gericault_1791/gericault_21.jpg,13
ArtemisArt/gericault - theodore-gericault_1791/gericault_25.jpg,10
ArtemisArt/gericault - theodore-gericault_1791/gericault_29.jpg,15
ArtemisArt/gericault - theodore-gericault_1791/gericault_32.jpg,3
ArtemisArt/gericault - theodore-gericault_1791/gericault_36.jpg,15
ArtemisArt/gericault - theodore-gericault_1791/gericault_4.jpg,13
ArtemisArt/gericault - theodore-gericault_1791/gericault_43.jpg,14
ArtemisArt/gericault - theodore-gericault_1791/gericault_47.jpg,13
ArtemisArt/gericault - theodore-gericault_1791/gericault_50.jpg,0
ArtemisArt/gericault - theodore-gericault_1791/gericault_54.jpg,12
ArtemisArt/gericault - theodore-gericault_1791/gericault_58.jpg,4
ArtemisArt/gericault - theodore-gericault_1791/gericault_9.jpg,9
ArtemisArt/gerome - jean-leon-gerome_1824/gerome_12.jpg,8
ArtemisArt/gerome - jean-leon-gerome_1824/gerome_5.jpg,7
ArtemisArt/gerome - jean-leon-gerome_1824/gerome_9.jpg,9
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_12.jpg,1
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_16.jpg,10
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_2.jpg,3
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_23.jpg,6
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_27.jpg,5
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_30.jpg,2
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_34.jpg,3
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_38.jpg,1
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_5.jpg,9
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_9.jpg,12
ArtemisArt/ghirlandaio-r  - ridolfo-bigordi-dit-ghirlandaio_1450/ghirlandaio-r_12.jpg,1
ArtemisArt/ghirlandaio-r  - ridolfo-bigordi-dit-ghirlandaio_1450/ghirlandaio-r_5.jpg,14
ArtemisArt/ghirlandaio-r  - ridolfo-bigordi-dit-ghirlandaio_1450/ghirlandaio-r_9.jpg,14
ArtemisArt/giacometti-g - giovanni-giacometti_1868/giacometti-g_4.jpg,12
ArtemisArt/giacometti-g - giovanni-giacometti_1868/giacometti-g_8.jpg,8
ArtemisArt/giordano - luca-giordano_1634/giordano_12.jpg,6
ArtemisArt/giordano - luca-giordano_1634/giordano_16.jpg,9
ArtemisArt/giordano - luca-giordano_1634/giordano_2.jpg,8
ArtemisArt/giordano - luca-giordano_1634/giordano_23.jpg,15
ArtemisArt/giordano - luca-giordano_1634/giordano_27.jpg,2
ArtemisArt/giordano - luca-giordano_1634/giordano_30.jpg,0
ArtemisArt/giordano - luca-giordano_1634/giordano_34.jpg,6
ArtemisArt/giordano - luca-giordano_1634/giordano_38.jpg,8
ArtemisArt/giordano - luca-giordano_1634/giordano_41.jpg,5
ArtemisArt/giordano - luca-giordano_1634/giordano_45.jpg,15
ArtemisArt/giordano - luca-giordano_1634/giordano_49.jpg,15
ArtemisArt/giordano - luca-giordano_1634/giordano_52.jpg,-1
ArtemisArt/giordano - luca-giordano_1634/giordano_56.jpg,12
ArtemisArt/giordano - luca-giordano_1634/giordano_6.jpg,4
ArtemisArt/giordano - luca-giordano_1634/giordano_63.jpg,15
ArtemisArt/giordano - luca-giordano_1634/giordano_67.jpg,14
ArtemisArt/giordano - luca-giordano_1634/giordano_70.jpg,10
ArtemisArt/giordano - luca-giordano_1634/giordano_74.jpg,2
ArtemisArt/giordano - luca-giordano_1634/giordano_78.jpg,8
ArtemisArt/giordano - luca-giordano_1634/giordano_81.jpg,9
ArtemisArt/giordano - luca-giordano_1634/giordano_85.jpg,0
ArtemisArt/giordano - luca-giordano_1634/giordano_89.jpg,3
ArtemisArt/giordano - luca-giordano_1634/giordano_92.jpg,2
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_10.jpg,7
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_14.jpg,4
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_18.jpg,12
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_21.jpg,15
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_25.jpg,6
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_29.jpg,10
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_32.jpg,14
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_6.jpg,13
ArtemisArt/girodet - anne-louis-girodet-de-roussy-trioson_1767/girodet_1.jpg,8
ArtemisArt/girodet - anne-louis-girodet-de-roussy-trioson_1767/girodet_13.jpg,2
ArtemisArt/girodet - anne-louis-girodet-de-roussy-trioson_1767/girodet_4.jpg,0
ArtemisArt/girodet - anne-louis-girodet-de-roussy-trioson_1767/girodet_8.jpg,9
ArtemisArt/gleizes - albert-gleizes_1881/gleizes_11.jpg,2
ArtemisArt/gleizes - albert-gleizes_1881/gleizes_15.jpg,4
ArtemisArt/gleizes - albert-gleizes_1881/gleizes_4.jpg,4
ArtemisArt/gleizes - albert-gleizes_1881/gleizes_8.jpg,7
ArtemisArt/gontcharova - natalia-sergueievna-gontcharova_1881/gontcharova_11.jpg,12
ArtemisArt/gontcharova - natalia-sergueievna-gontcharova_1881/gontcharova_15.jpg,7
ArtemisArt/gontcharova - natalia-sergueievna-gontcharova_1881/gontcharova_4.jpg,5
ArtemisArt/gontcharova - natalia-sergueievna-gontcharova_1881/gontcharova_8.jpg,4
ArtemisArt/gonzalez - roberta-gonzalez_1909/gonzalez_2.jpg,9
ArtemisArt/gonzalez - roberta-gonzalez_1909/gonzalez_6.jpg,10
ArtemisArt/goya - francisco-de-goya_1746/goya_1.jpg,3
ArtemisArt/goya - francisco-de-goya_1746/goya_13.jpg,-1
ArtemisArt/goya - francisco-de-goya_1746/goya_17.jpg,7
ArtemisArt/goya - francisco-de-goya_1746/goya_20.jpg,1
ArtemisArt/goya - francisco-de-goya_1746/goya_24.jpg,3
ArtemisArt/goya - francisco-de-goya_1746/goya_28.jpg,7
ArtemisArt/goya - francisco-de-goya_1746/goya_31.jpg,9
ArtemisArt/goya - francisco-de-goya_1746/goya_35.jpg,12
ArtemisArt/goya - francisco-de-goya_1746/goya_39.jpg,3
ArtemisArt/goya - francisco-de-goya_1746/goya_42.jpg,2
ArtemisArt/goya - francisco-de-goya_1746/goya_46.jpg,7
ArtemisArt/goya - francisco-de-goya_1746/goya_5.jpg,5
ArtemisArt/goya - francisco-de-goya_1746/goya_53.jpg,4
ArtemisArt/goya - francisco-de-goya_1746/goya_57.jpg,3
ArtemisArt/goya - francisco-de-goya_1746/goya_60.jpg,9
ArtemisArt/goya - francisco-de-goya_1746/goya_64.jpg,2
ArtemisArt/goya - francisco-de-goya_1746/goya_68.jpg,15
ArtemisArt/gozzoli - benozzo-di-lese-di-sandro-dit-gozzoli_1420/gozzoli_1.jpg,15
ArtemisArt/gozzoli - benozzo-di-lese-di-sandro-dit-gozzoli_1420/gozzoli_13.jpg,0
ArtemisArt/gozzoli - benozzo-di-lese-di-sandro-dit-gozzoli_1420/gozzoli_17.jpg,12
ArtemisArt/gozzoli - benozzo-di-lese-di-sandro-dit-gozzoli_1420/gozzoli_3.jpg,14
ArtemisArt/gozzoli - benozzo-di-lese-di-sandro-dit-gozzoli_1420/gozzoli_7.jpg,3
ArtemisArt/granacci - francesco-granacci_1469/granacci_10.jpg,13
ArtemisArt/granacci - francesco-granacci_1469/granacci_14.jpg,1
ArtemisArt/granacci - francesco-granacci_1469/granacci_4.jpg,0
ArtemisArt/granacci - francesco-granacci_1469/granacci_8.jpg,7
ArtemisArt/granet - francois-marius-granet_1775/granet_2.jpg,11
ArtemisArt/granet - francois-marius-granet_1775/granet_6.jpg,12
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_1.jpg,3
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_13.jpg,7
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_17.jpg,4
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_20.jpg,14
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_24.jpg,0
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_28.jpg,10
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_31.jpg,15
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_35.jpg,15
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_39.jpg,6
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_42.jpg,13
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_46.jpg,13
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_5.jpg,2
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_53.jpg,12
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_57.jpg,13
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_60.jpg,2
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_64.jpg,3
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_68.jpg,15
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_71.jpg,13
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_75.jpg,10
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_79.jpg,3
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_82.jpg,4
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_86.jpg,10
ArtemisArt/gris - juan-gris_1887/gris_10.jpg,7
ArtemisArt/gris - juan-gris_1887/gris_14.jpg,10
ArtemisArt/gris - juan-gris_1887/gris_18.jpg,9
ArtemisArt/gris - juan-gris_1887/gris_21.jpg,1
ArtemisArt/gris - juan-gris_1887/gris_4.jpg,5
ArtemisArt/gris - juan-gris_1887/gris_8.jpg,9
ArtemisArt/gromaire - maurice-gromaire_1892/gromaire_11.jpg,5
ArtemisArt/gromaire - maurice-gromaire_1892/gromaire_15.jpg,7
ArtemisArt/gromaire - maurice-gromaire_1892/gromaire_19.jpg,15
ArtemisArt/gromaire - maurice-gromaire_1892/gromaire_22.jpg,1
